userId,movieId,score
1,1,5.0
1,2,4.5
1,3,4.0
1,4,4.5
1,6,4.5
1,8,4.0
1,10,4.0
1,12,4.5
1,13,4.0
1,14,4.5
1,16,4.5
1,18,4.0
1,20,3.5
1,22,4.5
1,23,5.0
1,24,4.0
1,25,4.0
1,26,4.0
1,27,4.0
1,28,3.5
1,29,3.5
1,33,3.5
1,37,3.0
1,40,3.0
1,47,3.0
1,54,4.0
1,55,3.0
1,59,1.5
1,60,2.5
1,61,1.0
1,66,2.5
1,67,2.0
1,68,2.0
1,69,2.0
1,70,2.5
1,71,3.5
1,72,3.5
1,76,5.0
1,78,3.5
1,79,4.0
1,80,4.5
1,81,3.0
1,84,3.5
1,86,3.0
1,87,4.0
1,88,5.0
1,89,4.0
1,93,4.0
1,103,3.5
1,111,2.5
1,121,3.5
1,127,3.5
1,133,3.0
1,144,2.5
1,150,3.0
1,170,3.5
1,182,2.5
1,208,3.0
1,229,2.5
1,265,4.0
1,270,3.0
1,272,3.0
1,312,3.0
1,334,2.0
1,350,3.0
1,386,1.0
1,393,3.0
1,402,3.5
1,415,2.5
1,429,2.5
1,432,4.0
1,472,3.0
1,488,3.5
1,490,2.0
1,502,2.0
1,544,4.0
1,559,3.5
1,599,2.5
1,652,4.5
1,663,3.0
1,693,3.0
1,697,4.5
1,703,2.5
1,720,2.0
1,722,2.5
1,723,3.0
1,732,2.0
1,735,2.5
1,741,4.0
1,763,3.0
1,772,2.5
1,801,3.5
1,819,4.0
1,1105,3.0
1,1128,4.5
1,1218,3.0
1,1244,3.5
1,1261,3.0
1,1289,4.0
1,1654,4.0
1,1878,4.5
1,1896,4.0
1,2040,3.5
1,2054,3.0
1,2580,4.5
1,2688,3.5
1,2864,4.5
1,2972,4.5
1,2984,3.5
1,3055,2.5
1,3213,2.5
1,3228,4.0
1,3294,3.5
1,3400,4.0
1,3766,4.5
1,3805,3.0
1,3852,3.5
1,3910,4.5
1,4197,3.5
1,4232,4.0
1,4261,3.0
1,4385,4.5
1,4677,4.0
1,4763,5.0
1,4836,2.0
1,4879,3.5
1,4986,4.0
1,5017,2.5
1,5162,5.0
1,5167,4.0
1,5331,3.5
1,5449,4.5
1,5603,3.5
1,5607,3.5
1,5730,3.0
1,5751,4.0
1,5752,2.5
1,5782,4.5
1,5787,4.0
1,5818,3.0
1,5980,4.5
1,6082,5.0
1,6294,3.0
1,6310,4.0
1,6395,4.5
1,6898,4.0
1,6901,3.0
1,6915,4.0
1,7019,4.0
1,7068,5.0
1,7093,3.5
1,7235,3.5
1,7373,3.0
1,7389,3.0
1,7747,4.5
1,7804,3.5
1,7837,3.0
1,7891,3.0
1,7945,3.5
1,8023,3.0
1,8099,3.0
1,8174,3.0
1,8220,4.5
1,8294,3.5
1,8295,4.0
1,8418,3.0
1,8583,3.5
1,9329,3.0
1,9355,3.5
1,9487,3.0
1,9794,3.5
1,9918,3.5
1,9982,4.0
2,1,4.5
2,2,3.5
2,3,5.0
2,5,5.0
2,6,4.5
2,7,4.0
2,8,4.5
2,9,5.0
2,11,5.0
2,13,4.5
2,15,4.5
2,16,5.0
2,17,4.5
2,19,4.5
2,21,5.0
2,23,3.5
2,26,3.5
2,27,3.0
2,29,5.0
2,30,4.5
2,31,4.0
2,32,4.0
2,33,4.0
2,34,4.5
2,35,4.0
2,36,4.5
2,39,3.0
2,41,2.5
2,43,1.5
2,51,3.0
2,52,3.5
2,54,3.5
2,67,3.0
2,73,3.0
2,75,4.5
2,76,4.5
2,77,4.5
2,79,3.5
2,80,3.5
2,83,2.0
2,85,1.5
2,86,3.5
2,87,4.5
2,88,5.0
2,89,5.0
2,92,2.0
2,93,5.0
2,94,4.5
2,95,4.0
2,96,5.0
2,98,5.0
2,109,3.5
2,124,3.5
2,148,3.0
2,169,4.0
2,171,2.5
2,185,3.5
2,196,2.5
2,204,4.0
2,219,3.0
2,220,3.5
2,243,4.5
2,271,4.0
2,325,4.5
2,350,2.5
2,383,4.0
2,399,4.0
2,424,2.5
2,444,4.5
2,507,4.0
2,541,3.0
2,567,2.5
2,609,3.5
2,710,4.5
2,715,4.0
2,718,3.0
2,720,2.5
2,726,3.0
2,727,2.0
2,732,3.5
2,743,4.0
2,746,3.5
2,756,4.0
2,764,4.0
2,770,3.5
2,789,4.0
2,815,3.0
2,826,4.0
2,831,4.0
2,850,3.5
2,859,4.0
2,862,3.5
2,887,3.5
2,916,3.0
2,917,3.5
2,1155,3.0
2,1275,3.5
2,1428,4.5
2,1607,1.5
2,1685,2.5
2,1700,2.5
2,1742,3.5
2,1781,3.0
2,1782,2.0
2,1874,4.5
2,1967,4.0
2,2022,4.5
2,2078,3.0
2,2142,4.0
2,2393,2.5
2,2726,4.0
2,2742,3.5
2,2826,3.0
2,2931,4.0
2,3037,4.0
2,3151,3.5
2,3338,2.5
2,3390,3.5
2,3406,3.5
2,3516,2.5
2,3597,3.0
2,3753,4.0
2,3836,3.0
2,4075,3.0
2,4114,3.0
2,4158,2.5
2,4163,3.0
2,4422,3.0
2,4534,4.5
2,4647,4.0
2,4725,3.0
2,4867,2.0
2,4908,4.0
2,4992,4.0
2,5030,4.0
2,5137,4.5
2,5151,3.5
2,5293,3.5
2,5329,3.5
2,5677,3.0
2,5708,3.5
2,5792,1.5
2,5799,4.0
2,5896,3.5
2,6001,3.5
2,6201,2.5
2,6237,3.5
2,6383,3.0
2,6498,4.5
2,6753,3.5
2,6832,3.0
2,6840,1.5
2,6904,2.5
2,6976,3.0
2,7008,3.5
2,7149,3.0
2,7246,3.0
2,7492,4.0
2,7563,3.0
2,7623,3.0
2,7676,3.5
2,7888,4.0
2,8046,3.5
2,8329,3.5
2,8379,2.0
2,8388,4.0
2,8440,3.0
2,8538,3.5
2,8658,2.5
2,8689,4.5
2,9135,4.5
2,9168,4.0
2,9199,2.5
3,1,2.0
3,4,3.5
3,5,4.0
3,6,3.0
3,9,3.0
3,14,2.0
3,15,2.0
3,21,1.5
3,23,4.0
3,25,3.0
3,26,3.0
3,29,3.5
3,30,3.5
3,32,2.5
3,33,3.5
3,34,3.5
3,35,3.0
3,36,3.5
3,40,2.0
3,41,2.0
3,42,1.0
3,43,2.5
3,45,1.5
3,46,1.0
3,49,3.0
3,50,3.0
3,52,3.0
3,53,3.0
3,54,4.5
3,55,4.5
3,56,3.5
3,57,4.0
3,58,3.5
3,59,4.0
3,60,4.5
3,61,4.5
3,62,4.5
3,63,3.5
3,64,4.0
3,65,4.0
3,66,2.5
3,69,3.0
3,74,3.0
3,75,4.0
3,76,2.5
3,77,2.5
3,78,3.0
3,82,4.5
3,83,4.5
3,85,2.0
3,86,2.5
3,87,2.0
3,90,2.5
3,94,3.5
3,95,3.0
3,99,3.0
3,101,4.0
3,109,3.0
3,128,3.0
3,144,3.5
3,146,5.0
3,165,3.0
3,193,3.5
3,202,2.5
3,224,3.0
3,234,2.0
3,241,4.5
3,244,3.5
3,272,3.5
3,287,4.5
3,310,3.5
3,316,3.5
3,334,2.5
3,360,2.5
3,369,5.0
3,373,4.0
3,385,3.0
3,408,3.0
3,434,2.5
3,465,3.5
3,475,3.5
3,507,4.5
3,529,4.0
3,532,4.5
3,538,3.5
3,555,5.0
3,572,3.5
3,591,4.0
3,602,3.5
3,611,4.5
3,622,4.0
3,638,3.0
3,646,3.5
3,663,3.0
3,685,4.0
3,691,4.5
3,732,2.5
3,736,4.5
3,753,5.0
3,1007,3.5
3,1032,4.0
3,1104,3.0
3,1157,3.5
3,1254,2.5
3,1320,3.0
3,1677,3.0
3,1701,3.0
3,1753,3.5
3,1778,3.5
3,2019,2.5
3,2079,2.5
3,2145,3.5
3,2148,3.5
3,2174,3.5
3,2320,4.5
3,2415,3.0
3,2528,4.0
3,2617,2.5
3,2700,3.0
3,2759,2.5
3,2957,2.5
3,3114,2.5
3,3148,3.5
3,3261,4.0
3,3334,4.0
3,3416,2.0
3,3424,2.5
3,3804,3.5
3,3812,2.0
3,3823,2.0
3,4087,3.5
3,4101,3.5
3,4168,4.0
3,4297,3.0
3,4342,2.5
3,4357,3.5
3,4492,3.0
3,4542,3.5
3,4571,4.5
3,4599,4.5
3,4708,2.5
3,4725,3.5
3,4800,2.5
3,4935,3.5
3,5113,3.5
3,5118,4.0
3,5126,3.0
3,5172,3.0
3,5226,2.5
3,5261,3.0
3,5299,4.5
3,5373,4.5
3,5501,3.5
3,5574,2.5
3,5611,3.0
3,5641,3.5
3,5707,2.5
3,5773,3.0
3,5775,3.5
3,5869,3.0
3,5917,4.5
3,5965,3.5
3,6072,2.5
3,6240,3.5
3,6460,4.5
3,6520,4.5
3,6551,2.5
3,6619,4.0
3,6686,3.0
3,6786,2.0
3,6972,4.0
3,7038,4.5
3,7137,2.5
3,7245,3.0
3,7299,3.0
3,7605,3.0
3,7681,4.0
3,7973,5.0
3,7989,3.5
3,8060,4.0
3,8065,4.0
3,8101,4.5
3,8283,2.5
3,8296,3.0
3,8455,3.5
3,8664,3.5
3,8672,2.5
3,8794,3.5
3,8908,2.5
3,8965,3.0
3,9219,4.5
3,9312,3.5
3,9326,3.5
3,9343,3.5
3,9390,3.5
3,9530,4.0
3,9604,2.5
3,9613,4.5
4,1,4.5
4,2,3.5
4,3,4.0
4,8,3.0
4,9,3.0
4,10,2.5
4,11,4.5
4,12,4.0
4,18,4.5
4,19,4.5
4,20,4.5
4,21,4.5
4,27,3.0
4,28,2.5
4,30,3.5
4,31,3.5
4,35,3.5
4,36,3.5
4,37,3.5
4,39,3.0
4,41,4.0
4,42,4.0
4,43,4.0
4,44,4.0
4,45,4.0
4,46,4.0
4,47,4.0
4,48,4.0
4,49,4.0
4,50,4.5
4,51,3.5
4,52,4.5
4,53,4.0
4,54,3.0
4,57,3.0
4,60,3.5
4,62,1.5
4,63,2.5
4,66,1.5
4,67,2.5
4,68,2.0
4,69,1.5
4,70,2.0
4,74,2.5
4,75,3.5
4,81,4.0
4,82,3.0
4,85,4.0
4,88,4.0
4,89,4.0
4,90,4.0
4,91,4.5
4,92,4.0
4,98,3.0
4,99,2.5
4,100,3.0
4,101,3.5
4,103,2.5
4,120,3.0
4,142,3.0
4,193,3.5
4,244,4.5
4,311,2.5
4,313,3.5
4,335,2.5
4,348,2.5
4,364,4.5
4,380,2.5
4,384,2.5
4,397,3.0
4,404,3.0
4,490,2.0
4,510,3.0
4,528,4.0
4,530,3.5
4,540,4.5
4,545,3.0
4,566,3.5
4,594,4.5
4,611,3.5
4,617,3.5
4,626,1.5
4,631,3.5
4,639,4.5
4,652,4.0
4,819,3.5
4,914,4.0
4,919,4.5
4,1125,3.5
4,1329,4.5
4,1347,4.5
4,1389,4.5
4,1399,4.5
4,1485,5.0
